route_id,average_lateness_all,total_trips,average_lateness_late_only,percent_late
193,3.8616892911010554,442,4.456083333333334,88.88888888888889
CT2,5.6715821165605895,10684,6.712957061101401,87.5123706702654
11,4.420042419705557,18702,5.148026052904979,85.0739418663947
24,5.4268677467539925,14505,6.45355012481934,84.74179971942013
21,3.326070526695527,18480,3.9666097156445455,84.4172275924895
65,4.4953347611509455,10739,5.304579294844782,84.10038130708521
52,3.7512101485561677,5991,4.542284010005773,82.7547770700637
08,5.062805882805883,21645,6.406818552109923,82.65475602639494
74,2.371863269071706,10478,3.117028285811655,82.4250936329588
50,3.1362480508576227,5558,3.9629763678944006,82.11538461538461
19,6.464235437496891,13402,8.08326988521659,81.44024802705749
88,2.669485019724917,18758,3.73729990129179,81.36525565800503
236,3.056781215907964,6722,3.80966892400301,80.79405162738496
47,4.67913650705271,21552,6.032392981675199,80.27068072181525
42,3.5856705118961787,11096,4.687665365430492,80.163421418637
131,3.8606611488816633,3383,5.0238416874037215,79.91477272727273
41,4.34398154927515,13658,5.8725657459228495,79.6233738230432
60,3.053878975062915,14570,4.1088779181658435,79.62025316455697
87,2.6709574900430786,20505,3.927113599677159,79.31912033035628
35,2.815947386519945,11632,3.919765747006768,79.19689973614776
75,2.0051164358695086,12854,2.912788866390255,79.10151780947297
215,2.8234291537812766,14228,3.945074229812066,79.04626237959572
68,1.804390243902439,2255,2.788617434758467,78.99122807017544
30,2.497940511908731,8999,3.5340823459984567,78.83830792355594
96,3.414295480440562,13165,4.7330725262368825,78.37837837837837
430,5.052147343405195,5891,6.546186008566184,77.92434837889384
97,2.3246481754213715,4074,3.5464527027027026,77.89473684210526
504,3.989783953782518,9751,4.816079536558634,77.68655354862251
44,3.1018367873975077,20652,4.325676864627075,77.62153101136153
43,2.496455855855856,9250,3.6935899191891517,77.58767268862911
07,2.206267159565039,15419,3.02083133044918,77.37416315397967
80,2.7964180937436036,14657,3.9850361376120267,77.33065057008719
37,2.1899699338544796,8315,3.345120085666208,76.74336698755576
78,2.44589323605846,13981,3.5810238437574884,76.72366243794815
CT3,3.661098620111978,7561,5.112417874789596,76.55275629832876
66,4.537525568041796,54104,6.29237565766133,76.32133844930692
17,2.714380987585867,10821,4.015118217054263,76.17360496014172
36,2.8779911360181676,18201,4.32090896589659,75.97952147111064
01,4.21827719758534,58697,6.1279854687223105,75.0562982128312
100,1.5104251527494907,11784,2.2493516606903547,74.76035743298132
94,1.9795247222518013,9391,3.036564325499253,74.69048102293485
09,2.7829428400923693,25694,4.149925099181853,74.51333946642134
89,2.443513494468325,14191,3.5969339049008884,74.14119556397078
225,2.282053224117295,17824,3.4434074233923178,73.88392857142857
04,1.464966543766216,2441,3.6876344086021504,73.80952380952381
114,2.253350023843586,1398,3.6813529784537384,73.46368715083798
38,1.796090024043199,8457,3.1855116913075383,73.26572943074441
104,3.11225422953818,20412,4.561226829935408,72.98231066887783
83,1.8820098265008445,10855,3.3586551428221165,72.9280286097452
91,1.3994123998172834,8027,2.563168173194956,72.85365853658536
108,2.3885987544483984,11240,4.189448568398728,72.3159509202454
85,0.7595417451349655,1593,1.8592307692307695,72.22222222222221
57,4.384527777777778,46800,5.911269498564975,72.06039576104286
33,2.136132662333124,4769,3.1928293028611923,71.8815663801337
10,3.179892253054837,16613,4.737826355631083,71.7229916897507
191,3.3086765513454144,607,5.227626606198035,71.5909090909091
501,3.213519060079011,6497,4.226087222834742,71.4079517123737
67,1.716358715938783,3572,2.703356439255746,71.38020833333333
202,1.917339637107079,3913,3.3607629107981216,71.0
26,2.4867372056284216,9073,4.076725425754407,70.97868730781465
99,2.548710025505199,6796,4.5209170936801995,70.82635399218313
210,2.4544550017927573,5578,5.000969272844273,70.15405451159641
92,2.8025807407407406,5625,3.7303660385531727,69.90158970476912
16,2.730856386109476,30582,5.047744545779684,69.87161465654577
34E,2.493706680273845,31356,4.746848457755923,69.7232265303578
29,3.5602617328519854,11080,5.625784147718109,69.72252677743104
220,1.6244743781626398,14031,3.0462010539657127,69.3738719977787
101,2.26962891136852,19079,3.9117314901033833,69.08991933488396
34,2.8515614044088724,19491,3.9749635917280406,68.9059005676931
64,1.6807066480706647,7170,3.4732229191166857,68.7601078167116
556,0.9144322344322344,910,2.682953394123607,68.54166666666667
69,1.4078695743974905,11051,2.9908084236174566,68.45067905646891
70,1.9555367084203201,30656,3.9262081869210057,67.91072535647861
137,2.566905304262935,15365,4.877369686748493,67.15112621114886
554,2.1216514459665143,876,3.856775700934579,66.875
55,1.6658819836785939,1593,2.9110640699971775,66.83644595359365
73,2.208593886845332,30448,3.9664800000000007,66.77350427350427
62,1.842551844819241,8953,3.968567857902573,66.53927813163482
110,1.2353108737332237,18255,3.1767996461031127,66.31275676252467
230,1.640327112181417,13288,3.9740931450614005,66.23769338959212
245,1.3844951675920216,1621,2.9723495264283533,65.72289156626506
93,2.263369842707733,12143,3.730546967020024,65.42879849721841
120,2.0070252641772766,11703,3.8081070613176777,65.37661922277307
31,2.1259745263348746,22062,3.5255573664936217,65.297595585337
121,1.6199769053117783,1732,3.266046030514611,65.1010101010101
40,1.7158310055865922,7160,3.7281881509069588,65.06462035541195
435,2.047015034301562,6851,4.667534867503487,64.9986401958118
411,3.0580451032560494,5262,5.7339360159506985,64.92497793468667
134,1.3973344147066775,12330,3.7415573372206024,64.41818608654825
211,2.5833889609988256,5393,4.407587730478376,64.26933158584535
111,2.605417318330582,92072,4.279956378855535,64.21352461343378
439,0.8665808665808666,777,3.49990253411306,64.125
77,2.248043029503603,44729,4.023971582800769,64.11266260890322
451,1.1706954436450838,1390,3.0986020334059545,63.74999999999999
71,1.8072658171249723,31311,3.649975151894067,63.1150775582066
45,1.4337092042537587,19998,3.7840784764826174,62.686280165368714
95,0.7220726495726496,10140,2.722756557754257,62.44252873563219
109,1.2563558851962788,21033,3.0323004419700634,62.18001275394006
15,1.2446427729531462,35351,3.4120434353405726,61.83222313632866
90,1.6806277056277057,4158,3.69923000496771,61.111111111111114
201,0.8814265536723165,7552,2.8488052187477844,61.08367983367984
436,1.763125177607275,4692,4.85583945669116,60.66869300911855
119,0.7225537063267233,5648,2.6509602003896466,60.48821548821549
106,0.7260917681110071,11747,3.148226366794661,59.922754540225164
32,2.0609002006018056,39880,3.89473410176308,59.896763092805685
450,1.2958754502149414,11476,4.378262511803588,59.80516730199068
441,1.1861280206603948,5421,3.4641619919299282,59.75652787579393
194,1.089080459770115,261,3.00625,59.45945945945946
51,0.7908699845679013,8640,3.190219752140028,59.11408179449417
76,0.6585244417622208,3314,3.4051963241436924,58.6764705882353
18,1.499802371541502,1771,4.226772441395083,58.3
442,1.1489950045815969,11277,3.3752332307118196,57.86362163913184
222,0.879664355243025,10239,2.950619016176956,57.4326886613576
59,0.6250085822176451,6797,2.880491762356465,56.887247940925874
354,1.4132968077654358,6662,3.7540246673158064,56.8817502076987
743,1.9890652991079292,54891,4.413511896790322,55.6814961745537
39,1.7640380776000208,50756,5.055840337530315,55.426192362249694
217,0.5131690140845071,1420,4.666399835796388,54.864864864864856
61,0.2205639097744361,2660,2.751301031852849,54.67255334805004
86,-0.10567499515785396,18931,3.2446639885401094,54.456654456654455
14,0.29303118265382416,7579,4.115659427132515,54.037504783773436
455,0.122071928988653,18889,3.379443067734147,53.97119341563786
132,1.100406756290934,4835,3.2524772439221112,53.88340473086236
22,0.9663819388880479,46243,3.6165582959641256,53.85079793121491
350,0.11095084339050039,18892,3.5742265254857073,53.41111733836043
456,0.05155172413793103,1160,2.1731351069379237,53.25
23,0.9774752637980343,60842,4.077192578742988,53.085533649954954
105,0.4351427579623362,3841,3.7813388453727876,52.82758620689655
558,-0.06352272727272727,880,4.409795630725863,52.55555555555556
216,1.0330072601409819,15794,3.504778274321073,52.13598613849555
117,0.6508114585343885,20724,3.70740566307016,51.45853529567287
112,-0.2215614773258532,7130,3.734275151835226,50.7029053420806
426,1.3923857469966439,10627,5.055415499533147,50.4192779592197
116,0.5289334018147578,17523,3.6463256534911577,50.14308426073132
429,0.37141005702436497,7073,3.7224907231423656,49.30388219544846
240,-0.5733749300055996,20835,3.796056131339998,48.78736352246286
192,0.2617857142857143,420,2.265601217656012,48.66666666666667
226,0.2531757986568757,5311,2.3289846887550203,48.29090909090909
351,-0.11892468024632875,2111,2.2780148148148145,44.642857142857146
428,-1.4132426303854875,735,3.7644292237442922,44.18886198547216
SL2,1.0706242907483723,22324,3.3018107992232224,42.99847050017898
SL5,0.006911034213316962,35834,2.545862545469325,42.84892838473602
SL4,0.034745902314471624,24282,2.9518499691928533,41.839222819986844
171,0.3420408163265306,245,3.640645161290322,41.66666666666667
28,-0.4466449075366184,64494,4.598545749208234,39.254542540325524
238,-0.6214580261073789,12206,3.809710689337024,38.714121699196326
553,-0.16951941287878788,2816,3.8750983284169123,37.666666666666664
SL1,0.5113120050893142,39822,4.612866588875924,37.216856586992776
505,-2.542710306602119,4751,3.4854982489652975,37.0947741364039
746_,2.9477271276256145,5221,6.409471365638766,32.56792958285495
424,-5.393451352907311,1158,2.3165716999050328,29.545454545454547
